id,nombre,familia_id,familia,microfamilia_id,microfamilia,nivel,tipo_perfil,zona_referencia,modalidad_referencia,competencias_clave,certificaciones_sugeridas,educacion_minima,experiencia_sugerida,palabras_clave,perfiles_similares
PER-CR-0575,Gerente de Turismo enfoque 25,turismo,"Turismo, hotelería y hospitalidad",MF-CR-0575,Turismo enfoque 25 · Gerencial / estratégico,Gerencial / estratégico,Gerencial,Zona Sur,Virtual,Turismo enfoque 25; turismo; hotel; hoteleria; hotelería; hospedaje; recepcion hotelera; recepción hotelera,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gerente de Turismo enfoque 25 Turismo enfoque 25 Turismo, hotelería y hospitalidad turismo turismo hotel hoteleria hotelería hospedaje recepcion hotelera recepción hotelera guia turistico guía turístico hospitalidad reservas",
PER-CR-0576,Auxiliar de cocina,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0576,cocina · Entrada / auxiliar,Entrada / auxiliar,Operativo,Puntarenas,Virtual,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Auxiliar de cocina cocina Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0577,Asistente de cocinero,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0577,cocinero · Asistente,Asistente,Técnico inicial,Zona Norte,Híbrido,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Asistente de cocinero cocinero Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0578,Técnico/a en chef,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0578,chef · Técnico,Técnico,Técnico,GAM,Campo,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a en chef chef Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0579,Técnico/a certificado/a en restaurante,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0579,restaurante · Técnico certificado,Técnico certificado,Técnico certificado,Alajuela,Mixto,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en restaurante restaurante Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0580,Operador/a especializado/a en alimentos,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0580,alimentos · Operativo especializado,Operativo especializado,Operativo especializado,Heredia,Presencial,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en alimentos alimentos Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0581,Analista junior de manipulacion de alimentos,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0581,manipulacion de alimentos · Analista junior,Analista junior,Técnico avanzado,Puntarenas,Virtual,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de manipulacion de alimentos manipulacion de alimentos Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0582,Analista de manipulación de alimentos,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0582,manipulación de alimentos · Analista,Analista,Técnico avanzado,Zona Norte,Híbrido,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de manipulación de alimentos manipulación de alimentos Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0583,Analista senior de barista,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0583,barista · Analista senior,Analista senior,Profesional,GAM,Campo,cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos; barista,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de barista barista Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0584,Especialista en mesero,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0584,mesero · Especialista,Especialista,Profesional / técnico avanzado,Alajuela,Mixto,mesero; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en mesero mesero Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0585,Coordinador/a de panaderia,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0585,panaderia · Coordinador,Coordinador,Coordinación,Heredia,Presencial,panaderia; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de panaderia panaderia Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0586,Supervisor/a de panadería,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0586,panadería · Supervisor,Supervisor,Supervisión,Puntarenas,Virtual,panadería; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de panadería panadería Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0587,Jefatura de Gastronomía,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0587,Gastronomía · Jefatura,Jefatura,Jefatura,Zona Norte,Híbrido,Gastronomía; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de Gastronomía Gastronomía Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0588,Consultor/a de restaurantes,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0588,restaurantes · Consultor,Consultor,Consultoría,GAM,Campo,restaurantes; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de restaurantes restaurantes Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0589,Gestor/a de Gastronomía enfoque 14,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0589,Gastronomía enfoque 14 · Gestor,Gestor,Gestión,Alajuela,Mixto,Gastronomía enfoque 14; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de Gastronomía enfoque 14 Gastronomía enfoque 14 Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0590,Instructor/a de Gastronomía enfoque 15,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0590,Gastronomía enfoque 15 · Instructor / formador,Instructor / formador,Formación,Heredia,Presencial,Gastronomía enfoque 15; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Gastronomía enfoque 15 Gastronomía enfoque 15 Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0591,Inspector/a de calidad en Gastronomía enfoque 16,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0591,Gastronomía enfoque 16 · Control de calidad,Control de calidad,Calidad,Puntarenas,Virtual,Gastronomía enfoque 16; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Gastronomía enfoque 16 Gastronomía enfoque 16 Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0592,Analista de datos y reportes de Gastronomía enfoque 17,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0592,Gastronomía enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Zona Norte,Híbrido,Gastronomía enfoque 17; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Gastronomía enfoque 17 Gastronomía enfoque 17 Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0593,Especialista digital en Gastronomía enfoque 18,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0593,Gastronomía enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,GAM,Campo,Gastronomía enfoque 18; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Gastronomía enfoque 18 Gastronomía enfoque 18 Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
PER-CR-0594,Coordinador/a de proyectos de Gastronomía enfoque 19,gastronomia,"Gastronomía, cocina, restaurantes y alimentos",MF-CR-0594,Gastronomía enfoque 19 · Proyectos,Proyectos,Proyectos,Alajuela,Mixto,Gastronomía enfoque 19; cocina; cocinero; chef; restaurante; alimentos; manipulacion de alimentos; manipulación de alimentos,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de proyectos de Gastronomía enfoque 19 Gastronomía enfoque 19 Gastronomía, cocina, restaurantes y alimentos gastronomia cocina cocinero chef restaurante alimentos manipulacion de alimentos manipulación de alimentos barista mesero panaderia panadería",
